Name,POSNumber,MenuItemUniqueID
Shake Coco Mang,145058,eb13ab76-33a7-4e3f-98bb-32e092462a60
Koffee Mocha,145059,cf7206a5-3a5c-4dc3-8d87-3e83067db942
Koffee Caramel,145060,b55c89a6-5843-44a2-ac81-2101c9950b1f
_______________,145098,be7285f3-8a4b-4662-970f-30d8d3caa886
Kwench Mods,145099,46f11e7a-ffe2-4eea-a4a5-5c8fd38a6fc3
Lemonade Still,145100,f921feb7-1145-406b-8734-cbf5f2dc7425
Lemonade Spark,145101,9d701d2d-063e-40b9-868b-b226be235524
Mango Puree,145102,4a0e1638-dfee-41bc-8e4b-f6d95d28c317
Raspberry Puree,145103,dff1abd7-d5f8-4f7e-8f46-71b3926291d0
W/Mellon Puree,145104,b5f3f04e-4d74-45c5-8150-a8bf9260282a
Morello Cherry,145108,a7aae034-8153-434b-9bc0-f2cbf180bfed
Hot Honey Syrup,145109,f684b5c7-c8a1-4f56-8acf-998c2db54e5d
Mojito Mint,145110,2c6e1507-2b49-4a69-83ee-916bd0d3cd7a
